Chan1[NODE_2].Cmd = ReqS,Chan3[NODE_2].Cmd = Empty,Chan1[NODE_1].Cmd = ReqS,Chan1[NODE_1].Cmd = Empty,Cache[NODE_1].State = E,MemData = AuxData,Chan2[NODE_1].Cmd = GntE,Chan2[NODE_1].Data = AuxData,CurCmd = ReqS,Chan1[NODE_1].Cmd = ReqE,Chan2[NODE_2].Cmd = Inv,Chan2[NODE_1].Cmd = Empty,Cache[NODE_1].State = I,Cache[NODE_2].State = S,InvSet[NODE_2] = false,ShrSet[NODE_2] = false,Chan3[NODE_2].Cmd = InvAck,ShrSet[NODE_1] = false,Chan1[NODE_2].Cmd = ReqE,Cache[NODE_2].State = E,Chan2[NODE_1].Cmd = Inv,Cache[NODE_2].State = I,Chan2[NODE_2].Cmd = GntE,Chan2[NODE_2].Cmd = Empty,ShrSet[NODE_1] = true,Chan3[NODE_1].Cmd = Empty,InvSet[NODE_2] = true,Chan1[NODE_2].Cmd = Empty,Cache[NODE_2].Data = AuxData,ShrSet[NODE_2] = true,Cache[NODE_1].Data = AuxData,CurCmd = ReqE,Chan2[NODE_1].Cmd = GntS,ExGntd = true,Chan3[NODE_1].Cmd = InvAck,InvSet[NODE_1] = true,Chan3[NODE_2].Data = AuxData,InvSet[NODE_1] = false,Chan2[NODE_2].Cmd = GntS,Cache[NODE_1].State = S,Chan3[NODE_1].Data = AuxData,CurCmd = Empty,ExGntd = false
False,True,False,False,False,True,False,Undefined,True,True,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,Undefined,False,False,False,False,False,Undefined,True,False,False,Undefined,False,True
False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,Undefined,True,Undefined,True,True,False,False,True,Undefined,False,True,False,Undefined,False,True
False,True,False,True,False,True,False,Undefined,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,Undefined,True,True,False,False,False,False,False,Undefined,True,True,True,Undefined,True,True
False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,Undefined,False,True,False,False,False,Undefined,True,False,False,Undefined,True,True
True,True,True,False,False,True,False,Undefined,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,Undefined,False,True,True,False,False,False,True,Undefined,False,False,True,Undefined,False,True
True,True,False,False,False,True,False,Undefined,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,Undefined,False,True,True,False,False,False,True,Undefined,False,False,True,Undefined,False,True
True,True,False,True,False,True,False,Undefined,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,Undefined,False,True,True,False,False,False,False,Undefined,True,False,True,Undefined,False,True
False,True,True,False,False,True,False,Undefined,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,Undefined,True,True,False,False,False,False,False,Undefined,True,True,True,Undefined,True,True
False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,Undefined,False,True,False,False,False,Undefined,True,False,False,Undefined,True,True
False,True,False,False,False,True,False,Undefined,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,Undefined,True,True,False,False,False,False,False,Undefined,True,True,True,Undefined,True,True
False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,Undefined,False,True,False,False,False,Undefined,True,False,False,Undefined,True,True
False,True,False,True,False,True,False,Undefined,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,Undefined,True,False,True,Undefined,True,True
False,True,True,False,False,True,False,Undefined,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,Undefined,False,True,False,False,False,False,True,Undefined,False,False,True,Undefined,False,True
False,True,False,False,False,True,False,Undefined,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,Undefined,False,True,False,False,False,False,True,Undefined,False,False,True,Undefined,False,True
False,True,False,False,False,True,False,Undefined,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,Undefined,False,False,False,False,False,Undefined,True,True,False,Undefined,True,True
True,True,True,False,False,True,False,Undefined,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
True,True,False,False,False,True,False,Undefined,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
True,True,False,True,False,True,False,Undefined,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
False,True,True,False,False,True,False,Undefined,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
False,True,False,False,False,True,False,Undefined,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
False,True,False,True,False,True,False,Undefined,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
False,True,True,False,False,True,False,Undefined,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,Undefined,False,True,True,False,False,False,True,Undefined,False,False,True,Undefined,False,True
False,True,False,False,False,True,False,Undefined,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,Undefined,False,True,True,False,False,False,True,Undefined,False,False,True,Undefined,False,True
False,True,False,True,False,True,False,Undefined,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,Undefined,False,True,True,False,False,False,False,Undefined,True,False,True,Undefined,False,True
False,True,True,False,False,True,False,Undefined,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
False,True,False,False,False,True,False,Undefined,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
False,False,False,True,False,True,False,Undefined,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,Undefined,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
True,True,True,False,False,True,False,Undefined,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
True,True,False,False,False,True,False,Undefined,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
True,True,False,True,False,False,False,Undefined,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
True,True,False,True,False,True,False,Undefined,True,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
True,True,True,False,True,True,False,Undefined,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,Undefined,False,True,False,False,True,False,True,Undefined,False,False,False,Undefined,False,False
True,True,False,False,True,True,False,Undefined,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,Undefined,False,True,False,False,True,False,True,Undefined,False,False,False,Undefined,False,False
True,True,False,True,True,False,False,Undefined,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,Undefined,False,True,False,False,True,False,True,Undefined,False,False,False,Undefined,False,False
True,True,False,True,True,True,False,Undefined,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,Undefined,False,True,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,True,False,False,True,False,Undefined,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,False,False,True,False,Undefined,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,True,False,False,False,Undefined,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,True,False,True,False,Undefined,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
True,True,True,False,True,True,False,Undefined,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,Undefined,False,True,True,False,True,False,True,Undefined,False,False,False,Undefined,False,False
True,True,False,False,True,True,False,Undefined,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,Undefined,False,True,True,False,True,False,True,Undefined,False,False,False,Undefined,False,False
True,True,False,True,True,False,False,Undefined,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,Undefined,False,True,True,False,True,False,True,Undefined,False,False,False,Undefined,False,False
True,True,False,True,True,True,False,Undefined,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,Undefined,False,True,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,True,False,False,False,False,Undefined,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,True,False,False,True,False,Undefined,True,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,False,False,False,False,Undefined,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,False,False,True,False,Undefined,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,True,False,False,False,Undefined,True,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,Undefined,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,False,False,True,False,True,False,Undefined,True,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,Undefined,True,Undefined,False,False,True,False,False,True,True,False,False,Undefined,False,False
True,True,False,True,False,True,False,Undefined,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,Undefined,False,False,False,False,False,Undefined,True,True,False,Undefined,True,True
False,True,False,True,False,True,False,Undefined,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,Undefined,False,False,False,False,False,Undefined,True,True,False,Undefined,True,True
False,True,False,True,False,True,False,Undefined,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,Undefined,False,False,False,False,False,Undefined,True,False,False,Undefined,True,True
False,True,True,False,False,True,False,Undefined,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,True,Undefined,False,True,True,False,False,False,False,Undefined,True,False,True,Undefined,False,True
False,True,False,False,False,True,False,Undefined,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,True,Undefined,False,True,True,False,False,False,False,Undefined,True,False,True,Undefined,False,True
False,True,False,True,False,True,False,Undefined,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,Undefined,False,Undefined,True,False,False,True,False,Undefined,True,False,False,Undefined,False,True
False,True,True,False,True,True,False,Undefined,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,Undefined,False,True,False,False,True,False,True,Undefined,False,False,False,Undefined,False,False
False,True,False,False,True,True,False,Undefined,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,Undefined,False,True,False,False,True,False,True,Undefined,False,False,False,Undefined,False,False
False,True,False,True,True,False,False,Undefined,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,Undefined,False,True,False,False,True,False,True,Undefined,False,False,False,Undefined,False,False
False,True,False,True,True,True,False,Undefined,True,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,Undefined,False,True,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
True,True,True,False,False,True,False,Undefined,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
True,True,False,False,False,True,False,Undefined,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
True,True,False,True,False,False,False,Undefined,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
True,True,False,True,False,True,False,Undefined,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,True,False,False,True,False,Undefined,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,False,False,True,False,Undefined,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,True,False,False,False,Undefined,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,True,False,True,False,Undefined,False,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,True,False,True,True,False,Undefined,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,Undefined,False,True,True,False,True,False,True,Undefined,False,False,False,Undefined,False,False
False,True,False,False,True,True,False,Undefined,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,Undefined,False,True,True,False,True,False,True,Undefined,False,False,False,Undefined,False,False
False,True,False,True,True,False,False,Undefined,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,Undefined,False,True,True,False,True,False,True,Undefined,False,False,False,Undefined,False,False
False,True,False,True,True,True,False,Undefined,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,Undefined,False,True,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,True,False,False,False,False,Undefined,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,True,False,False,True,False,Undefined,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,False,False,False,False,Undefined,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,False,False,True,False,Undefined,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,True,False,False,False,Undefined,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,Undefined,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,False,False,True,False,True,False,Undefined,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,Undefined,True,Undefined,True,False,True,False,False,True,True,False,False,Undefined,False,False
False,True,True,False,True,False,False,Undefined,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,Undefined,False,True,False,False,True,False,True,Undefined,False,False,False,Undefined,False,False
False,True,True,False,True,True,False,Undefined,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,True,Undefined,False,True,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,False,True,False,False,Undefined,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,Undefined,False,True,False,False,True,False,True,Undefined,False,False,False,Undefined,False,False
False,True,False,False,True,True,False,Undefined,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,True,Undefined,False,True,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,True,True,False,False,Undefined,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,True,Undefined,False,True,False,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,True,False,True,False,Undefined,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,Undefined,False,Undefined,False,False,True,True,False,Undefined,True,False,False,True,False,False
False,True,True,False,True,False,False,Undefined,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,Undefined,False,True,True,False,True,False,True,Undefined,False,False,False,Undefined,False,False
False,True,True,False,True,True,False,Undefined,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,True,Undefined,False,True,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,False,True,False,False,Undefined,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,Undefined,False,True,True,False,True,False,True,Undefined,False,False,False,Undefined,False,False
False,True,False,False,True,True,False,Undefined,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,True,Undefined,False,True,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,True,True,False,False,Undefined,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,True,Undefined,False,True,True,False,True,False,False,Undefined,True,False,False,Undefined,False,False
False,True,False,True,False,True,False,Undefined,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,Undefined,False,Undefined,True,False,True,True,False,Undefined,True,False,False,True,False,False
True,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,Undefined,True,Undefined,False,True,False,False,True,Undefined,False,True,False,Undefined,False,True
True,True,True,False,False,True,False,Undefined,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,Undefined,True,True,False,False,False,False,False,Undefined,True,True,True,Undefined,True,True
True,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,Undefined,False,True,False,False,False,Undefined,True,False,False,Undefined,True,True
False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,Undefined,True,Undefined,False,True,False,False,True,Undefined,False,True,False,Undefined,False,True
True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,Undefined,True,Undefined,True,True,False,False,True,Undefined,False,True,False,Undefined,False,True
True,True,False,False,False,True,False,Undefined,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,Undefined,True,True,False,False,False,False,False,Undefined,True,True,True,Undefined,True,True
True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,Undefined,False,True,False,False,False,Undefined,True,False,False,Undefined,True,True
False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,Undefined,True,Undefined,False,True,False,False,True,Undefined,False,True,False,Undefined,False,True
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,Undefined,True,Undefined,False,True,False,False,True,Undefined,False,True,False,Undefined,False,True
False,True,False,True,False,True,False,Undefined,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,Undefined,True,True,False,False,False,False,True,Undefined,False,True,True,Undefined,False,True
False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,Undefined,False,True,False,False,True,Undefined,False,False,False,Undefined,False,True
True,True,False,True,False,True,False,Undefined,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,False,Undefined,True,False,True,Undefined,True,True
True,True,True,False,False,True,False,Undefined,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,Undefined,False,False,False,False,False,Undefined,True,True,False,Undefined,True,True
False,True,True,False,False,True,False,Undefined,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,Undefined,False,False,False,False,False,Undefined,True,True,False,Undefined,True,True
False,True,False,True,False,True,False,Undefined,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,Undefined,False,False,False,False,False,Undefined,True,True,False,Undefined,False,True
False,True,True,False,False,True,False,Undefined,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,Undefined,False,False,False,False,False,Undefined,True,False,False,Undefined,True,True
False,True,True,False,False,True,False,Undefined,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,Undefined,True,True,False,False,False,False,False,Undefined,True,True,True,Undefined,True,True
False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,Undefined,False,True,False,False,False,Undefined,True,False,False,Undefined,True,True
False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,Undefined,True,Undefined,True,True,False,False,True,Undefined,False,True,False,Undefined,False,True
False,True,False,False,False,True,False,Undefined,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,Undefined,True,True,False,False,False,False,False,Undefined,True,True,True,Undefined,True,True
False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,Undefined,False,True,False,False,False,Undefined,True,False,False,Undefined,True,True
False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,Undefined,True,Undefined,True,True,False,False,True,Undefined,False,True,False,Undefined,False,True
False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,Undefined,True,Undefined,True,True,False,False,True,Undefined,False,True,False,Undefined,False,True
False,True,False,True,False,True,False,Undefined,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,Undefined,True,True,True,False,False,False,True,Undefined,False,True,True,Undefined,False,True
False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,Undefined,True,True,False,False,True,Undefined,False,False,False,Undefined,False,True
False,True,False,True,False,True,False,Undefined,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,False,Undefined,True,False,True,Undefined,True,True
True,True,True,False,False,True,False,Undefined,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,Undefined,False,True,True,False,False,False,False,Undefined,True,False,True,Undefined,False,True
True,True,False,False,False,True,False,Undefined,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,Undefined,False,True,True,False,False,False,False,Undefined,True,False,True,Undefined,False,True
True,True,False,True,False,True,False,Undefined,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,Undefined,False,Undefined,True,False,False,True,False,Undefined,True,False,False,Undefined,False,True
False,True,True,False,False,True,False,Undefined,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,Undefined,True,False,True,Undefined,True,True
False,True,False,False,False,True,False,Undefined,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,Undefined,True,False,True,Undefined,True,True
True,True,False,False,False,True,False,Undefined,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,Undefined,False,False,False,False,False,Undefined,True,True,False,Undefined,True,True
False,True,False,False,False,True,False,Undefined,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,Undefined,False,False,False,False,False,Undefined,True,True,False,Undefined,True,True
False,True,False,True,False,True,False,Undefined,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,Undefined,True,False,False,False,False,Undefined,True,True,False,Undefined,False,True
False,True,False,False,False,True,False,Undefined,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,Undefined,False,False,False,False,False,Undefined,True,False,False,Undefined,True,True
True,True,True,False,False,True,False,Undefined,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
True,True,False,False,False,True,False,Undefined,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
True,False,False,True,False,True,False,Undefined,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,Undefined,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
False,True,True,False,False,True,False,Undefined,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
False,True,False,False,False,True,False,Undefined,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
False,False,False,True,False,True,False,Undefined,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,False,Undefined,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
False,True,True,False,False,True,False,Undefined,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,Undefined,False,True,True,False,False,False,False,Undefined,True,False,True,Undefined,False,True
False,True,False,False,False,True,False,Undefined,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,Undefined,False,True,True,False,False,False,False,Undefined,True,False,True,Undefined,False,True
False,True,False,True,False,True,False,Undefined,False,False,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,Undefined,False,Undefined,True,False,False,True,False,Undefined,True,False,False,Undefined,False,True
False,False,True,False,False,True,False,Undefined,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,Undefined,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
False,False,False,False,False,True,False,Undefined,False,True,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,Undefined,True,Undefined,True,False,False,False,False,Undefined,True,False,False,Undefined,False,True
